instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_desc,weather_description
7572,,4,0,11,2,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.82,0.2239,0,5,5,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7573,,4,0,11,3,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.77,0.3284,0,3,3,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7574,,4,0,11,4,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.62,0.4179,1,3,4,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7575,,4,0,11,5,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.34,0.303,0.71,0.3284,1,21,22,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7576,,4,0,11,6,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3485,0.57,0.2239,3,72,75,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7577,,4,0,11,7,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.34,0.3182,0.61,0.2836,4,164,168,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7578,,4,0,11,8,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.34,0.303,0.61,0.2985,12,343,355,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7579,,4,0,11,9,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.61,0.3284,14,184,198,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7580,,4,0,11,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.61,0.3284,7,74,81,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7581,,4,0,11,11,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.32,0.303,0.66,0.3284,4,93,97,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7582,,4,0,11,12,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.53,0.2985,6,115,121,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7583,,4,0,11,13,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.49,0.4478,15,109,124,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7584,,4,0,11,14,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.49,0.3881,5,105,110,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7585,,4,0,11,15,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.49,0.4478,10,106,116,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7586,,4,0,11,16,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.2879,0.39,0.4179,8,187,195,Clear,"Clear, Few clouds, Partly cloudy"
7587,,4,0,11,17,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.2879,0.42,0.3881,20,379,399,Clear,"Clear, Few clouds, Partly cloudy"
7588,,4,0,11,18,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3182,0.39,0.194,9,298,307,Clear,"Clear, Few clouds, Partly cloudy"
7589,,4,0,11,19,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.2879,0.45,0.2239,7,210,217,Clear,"Clear, Few clouds, Partly cloudy"
7590,,4,0,11,20,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.2879,0.42,0.2836,7,162,169,Clear,"Clear, Few clouds, Partly cloudy"
7591,,4,0,11,21,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.2879,0.42,0.2537,3,113,116,Clear,"Clear, Few clouds, Partly cloudy"
7592,,4,0,11,22,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2424,0.52,0.2537,1,83,84,Clear,"Clear, Few clouds, Partly cloudy"
7593,,4,0,11,23,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2576,0.52,0.2239,0,58,58,Clear,"Clear, Few clouds, Partly cloudy"
7594,,4,0,11,0,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2576,0.48,0.1642,2,28,30,Clear,"Clear, Few clouds, Partly cloudy"
7595,,4,0,11,1,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2273,0.44,0.3284,0,10,10,Clear,"Clear, Few clouds, Partly cloudy"
7596,,4,0,11,2,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2273,0.44,0.2239,2,8,10,Clear,"Clear, Few clouds, Partly cloudy"
7597,,4,0,11,3,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2121,0.41,0.2836,0,2,2,Clear,"Clear, Few clouds, Partly cloudy"
7598,,4,0,11,4,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.44,0.1642,0,5,5,Clear,"Clear, Few clouds, Partly cloudy"
7599,,4,0,11,5,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.44,0.1343,0,22,22,Clear,"Clear, Few clouds, Partly cloudy"
7600,,4,0,11,6,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2576,0.44,0.0896,1,70,71,Clear,"Clear, Few clouds, Partly cloudy"
7601,,4,0,11,7,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.44,0.1642,5,211,216,Clear,"Clear, Few clouds, Partly cloudy"
7602,,4,0,11,8,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.44,0.194,6,369,375,Clear,"Clear, Few clouds, Partly cloudy"
7603,,4,0,11,9,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2576,0.41,0.194,6,207,213,Clear,"Clear, Few clouds, Partly cloudy"
7604,,4,0,11,10,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2424,0.41,0.2836,10,105,115,Clear,"Clear, Few clouds, Partly cloudy"
7605,,4,0,11,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.36,0.1343,18,122,140,Clear,"Clear, Few clouds, Partly cloudy"
7606,,4,0,11,12,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.33,0.0,22,143,165,Clear,"Clear, Few clouds, Partly cloudy"
7607,,4,0,11,13,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3182,0.31,0.2239,31,146,177,Clear,"Clear, Few clouds, Partly cloudy"
7608,,4,0,11,14,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.31,0.1343,31,123,154,Clear,"Clear, Few clouds, Partly cloudy"
7609,,4,0,11,15,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.29,0.1343,27,151,178,Clear,"Clear, Few clouds, Partly cloudy"
7610,,4,0,11,16,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.29,0.1343,19,190,209,Clear,"Clear, Few clouds, Partly cloudy"
7611,,4,0,11,17,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.31,0.1343,17,361,378,Clear,"Clear, Few clouds, Partly cloudy"
7612,,4,0,11,18,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.36,0.1642,16,312,328,Clear,"Clear, Few clouds, Partly cloudy"
7613,,4,0,11,19,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28,0.2727,0.41,0.1642,7,183,190,Clear,"Clear, Few clouds, Partly cloudy"
7614,,4,0,11,20,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28,0.2727,0.48,0.194,8,129,137,Clear,"Clear, Few clouds, Partly cloudy"
7615,,4,0,11,21,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28,0.2727,0.48,0.1642,3,108,111,Clear,"Clear, Few clouds, Partly cloudy"
7616,,4,0,11,22,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2727,0.52,0.1045,9,88,97,Clear,"Clear, Few clouds, Partly cloudy"
7617,,4,0,11,23,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2727,0.6,0.1343,5,54,59,Clear,"Clear, Few clouds, Partly cloudy"
7618,,4,0,11,0,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2576,0.56,0.194,4,49,53,Clear,"Clear, Few clouds, Partly cloudy"
7619,,4,0,11,1,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2273,0.52,0.2985,1,34,35,Clear,"Clear, Few clouds, Partly cloudy"
7620,,4,0,11,2,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2424,0.56,0.1642,12,34,46,Clear,"Clear, Few clouds, Partly cloudy"
7621,,4,0,11,3,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2424,0.48,0.2537,4,11,15,Clear,"Clear, Few clouds, Partly cloudy"
7622,,4,0,11,4,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2273,0.48,0.3284,4,4,8,Clear,"Clear, Few clouds, Partly cloudy"
7623,,4,0,11,5,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2273,0.56,0.2537,0,2,2,Clear,"Clear, Few clouds, Partly cloudy"
7624,,4,0,11,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2121,0.6,0.3284,2,10,12,Clear,"Clear, Few clouds, Partly cloudy"
7625,,4,0,11,7,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2273,0.6,0.2537,3,38,41,Clear,"Clear, Few clouds, Partly cloudy"
7626,,4,0,11,8,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2424,0.56,0.2537,12,80,92,Clear,"Clear, Few clouds, Partly cloudy"
7627,,4,0,11,9,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28,0.2576,0.52,0.2985,12,130,142,Clear,"Clear, Few clouds, Partly cloudy"
7628,,4,0,11,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.303,0.45,0.2537,35,165,200,Clear,"Clear, Few clouds, Partly cloudy"
7629,,4,0,11,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3788,0.4,0.0,50,183,233,Clear,"Clear, Few clouds, Partly cloudy"
7630,,4,0,11,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.35,0.2836,93,218,311,Clear,"Clear, Few clouds, Partly cloudy"
7631,,4,0,11,13,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.3,0.2836,118,245,363,Clear,"Clear, Few clouds, Partly cloudy"
7632,,4,0,11,14,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.32,0.2985,121,228,349,Clear,"Clear, Few clouds, Partly cloudy"
7633,,4,0,11,15,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.41,0.194,120,262,382,Clear,"Clear, Few clouds, Partly cloudy"
7634,,4,0,11,16,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.38,0.2985,99,188,287,Clear,"Clear, Few clouds, Partly cloudy"
7635,,4,0,11,17,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.4,0.194,61,171,232,Clear,"Clear, Few clouds, Partly cloudy"
7636,,4,0,11,18,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.46,0.1343,36,172,208,Clear,"Clear, Few clouds, Partly cloudy"
7637,,4,0,11,19,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.3333,0.71,0.1343,33,149,182,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7638,,4,0,11,20,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3636,0.57,0.1045,48,115,163,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7639,,4,0,11,21,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.62,0.194,29,79,108,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7640,,4,0,11,22,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.62,0.1642,26,80,106,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7641,,4,0,11,23,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.62,0.2239,20,73,93,Clear,"Clear, Few clouds, Partly cloudy"
7642,,4,0,11,0,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.66,0.1642,14,79,93,Clear,"Clear, Few clouds, Partly cloudy"
7643,,4,0,11,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.62,0.2537,11,73,84,Clear,"Clear, Few clouds, Partly cloudy"
7644,,4,0,11,2,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.62,0.2836,12,44,56,Clear,"Clear, Few clouds, Partly cloudy"
7645,,4,0,11,3,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.66,0.2836,6,31,37,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7646,,4,0,11,4,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.71,0.2836,2,10,12,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7647,,4,0,11,5,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.67,0.2836,0,4,4,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7648,,4,0,11,6,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.67,0.2537,3,6,9,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7649,,4,0,11,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.67,0.2239,4,19,23,Clear,"Clear, Few clouds, Partly cloudy"
7650,,4,0,11,8,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.71,0.2836,13,52,65,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7651,,4,0,11,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.72,0.1642,29,109,138,Clear,"Clear, Few clouds, Partly cloudy"
7652,,4,0,11,10,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.72,0.1045,46,183,229,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7653,,4,0,11,11,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.1045,74,212,286,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7654,,4,0,11,12,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.1343,70,234,304,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7655,,4,0,11,13,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.6,0.194,84,285,369,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7656,,4,0,11,14,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.63,0.2537,113,250,363,Clear,"Clear, Few clouds, Partly cloudy"
7657,,4,0,11,15,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.68,0.194,109,242,351,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7658,,4,0,11,16,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.63,0.1343,81,225,306,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7659,,4,0,11,17,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.63,0.194,35,168,203,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7660,,4,0,11,18,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.64,0.194,22,123,145,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7661,,4,0,11,19,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.1045,17,140,157,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7662,,4,0,11,20,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.68,0.1045,23,90,113,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7663,,4,0,11,21,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.77,0.0896,11,94,105,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7664,,4,0,11,22,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.88,0.0896,5,35,40,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7665,,4,0,11,23,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.88,0.0896,3,25,28,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7666,,4,0,11,0,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.0,4,13,17,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7667,,4,0,11,1,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.194,4,8,12,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7668,,4,0,11,2,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,1.0,0.194,1,2,3,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7669,,4,0,11,3,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,1.0,0.1343,0,4,4,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7670,,4,0,11,4,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,1.0,0.1343,0,5,5,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7671,,4,0,11,5,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,1.0,0.0,0,20,20,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7672,,4,0,11,6,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,1.0,0.0,0,76,76,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7673,,4,0,11,7,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.1642,17,229,246,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7674,,4,0,11,8,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.0,13,378,391,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7675,,4,0,11,9,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.94,0.1045,15,222,237,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7676,,4,0,11,10,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.0,25,110,135,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7677,,4,0,11,11,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1045,16,112,128,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7678,,4,0,11,12,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.77,0.1343,24,138,162,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7679,,4,0,11,13,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.77,0.1343,13,121,134,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7680,,4,0,11,14,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.82,0.194,14,121,135,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7681,,4,0,11,15,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.94,0.2239,15,93,108,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7682,,4,0,11,16,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.94,0.2239,13,95,108,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7683,,4,0,11,17,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.94,0.2985,10,200,210,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7684,,4,0,11,18,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.88,0.194,8,184,192,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7685,,4,0,11,19,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.94,0.194,2,135,137,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7686,,4,0,11,20,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.87,0.2239,5,75,80,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7687,,4,0,11,21,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.87,0.1642,11,103,114,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7688,,4,0,11,22,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.87,0.1343,6,72,78,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7689,,4,0,11,23,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.87,0.1642,4,29,33,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7690,,4,0,11,0,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.38,0.3939,0.94,0.1045,0,14,14,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7691,,4,0,11,1,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.94,0.1343,1,5,6,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7692,,4,0,11,2,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.38,0.3939,1.0,0.1045,2,4,6,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7693,,4,0,11,3,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.38,0.3939,1.0,0.1045,1,2,3,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7694,,4,0,11,4,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.38,0.3939,0.94,0.1642,0,7,7,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7695,,4,0,11,5,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.38,0.3939,0.94,0.1642,1,17,18,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7696,,4,0,11,6,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.94,0.1045,1,63,64,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
